Year,Month,sum,mean,std
1901,17,4.0,1.0,0.0
1901,18,6.0,1.0,0.0
1901,19,5.0,1.0,0.0
1901,20,5.0,1.0,0.0
1901,21,7.0,1.0,0.0
1901,22,7.0,1.0,0.0
1901,23,5.0,1.0,0.0
1901,24,4.0,1.0,0.0
1901,25,3.0,1.0,0.0
1901,26,5.0,1.0,0.0
1901,27,6.0,1.0,0.0
1901,28,3.0,1.0,0.0
1901,29,8.0,1.0,0.0
1901,30,6.0,1.0,0.0
1901,31,2.0,1.0,0.0
1902,1,3.0,1.0,0.0
1902,2,3.0,1.0,0.0
1902,3,4.0,1.0,0.0
1902,4,6.0,1.0,0.0
1902,5,5.0,1.0,0.0
1902,6,7.0,1.0,0.0
1902,7,5.0,1.0,0.0
1902,8,3.0,1.0,0.0
1902,9,6.0,1.0,0.0
1902,10,4.0,1.0,0.0
1902,11,4.0,1.0,0.0
1902,12,6.0,1.0,0.0
1902,13,4.0,1.0,0.0
1902,14,5.0,1.0,0.0
1902,15,7.0,1.0,0.0
1902,16,3.0,1.0,0.0
1902,17,3.0,1.0,0.0
1902,18,6.0,1.0,0.0
1902,19,7.0,1.0,0.0
1902,20,7.0,1.0,0.0
1902,21,1.0,1.0,
1902,22,5.0,1.0,0.0
1902,23,5.0,1.0,0.0
1902,24,4.0,1.0,0.0
1902,25,5.0,1.0,0.0
1902,26,5.0,1.0,0.0
1902,27,5.0,1.0,0.0
1902,28,6.0,1.0,0.0
1902,29,3.0,1.0,0.0
1902,30,3.0,1.0,0.0
1902,31,3.0,1.0,0.0
1903,1,4.0,1.0,0.0
1903,2,8.0,1.0,0.0
1903,3,5.0,1.0,0.0
1903,4,4.0,1.0,0.0
1903,5,6.0,1.0,0.0
1903,6,7.0,1.0,0.0
1903,7,5.0,1.0,0.0
1903,8,3.0,1.0,0.0
1903,9,6.0,1.0,0.0
1903,10,3.0,1.0,0.0
1903,11,7.0,1.0,0.0
1903,12,9.0,1.0,0.0
1903,13,5.0,1.0,0.0
1903,14,6.0,1.0,0.0
1903,15,7.0,1.0,0.0
1903,16,6.0,1.0,0.0
1903,17,5.0,1.0,0.0
1903,18,4.0,1.0,0.0
1903,19,4.0,1.0,0.0
1903,20,2.0,1.0,0.0
1903,21,3.0,1.0,0.0
1903,22,8.0,1.0,0.0
1903,23,4.0,1.0,0.0
1903,24,7.0,1.0,0.0
1903,25,4.0,1.0,0.0
1903,26,5.0,1.0,0.0
1903,27,4.0,1.0,0.0
1903,28,3.0,1.0,0.0
1903,29,4.0,1.0,0.0
1903,30,3.0,1.0,0.0
1903,31,1.0,1.0,
1904,1,5.0,1.0,0.0
1904,2,7.0,1.0,0.0
1904,3,5.0,1.0,0.0
1904,4,5.0,1.0,0.0
1904,5,6.0,1.0,0.0
1904,6,6.0,1.0,0.0
1904,7,6.0,1.0,0.0
1904,8,3.0,1.0,0.0
1904,9,4.0,1.0,0.0
1904,10,1.0,1.0,
1904,11,3.0,1.0,0.0
1904,12,3.0,1.0,0.0
1904,13,5.0,1.0,0.0
1904,14,5.0,1.0,0.0
1904,15,5.0,1.0,0.0
1904,16,3.0,1.0,0.0
1904,17,4.0,1.0,0.0
1904,18,5.0,1.0,0.0
1904,19,7.0,1.0,0.0
1904,20,5.0,1.0,0.0
1904,21,6.0,1.0,0.0
1904,22,7.0,1.0,0.0
1904,23,8.0,1.0,0.0
1904,24,3.0,1.0,0.0
1904,25,4.0,1.0,0.0
1904,26,4.0,1.0,0.0
1904,27,5.0,1.0,0.0
1904,28,6.0,1.0,0.0
1904,29,6.0,1.0,0.0
1904,30,4.0,1.0,0.0
1904,31,3.0,1.0,0.0
1905,1,4.0,1.0,0.0
1905,2,6.0,1.0,0.0
1905,3,5.0,1.0,0.0
1905,4,4.0,1.0,0.0
1905,5,7.0,1.0,0.0
1905,6,4.0,1.0,0.0
1905,7,6.0,1.0,0.0
1905,8,3.0,1.0,0.0
1905,9,7.0,1.0,0.0
1905,10,5.0,1.0,0.0
1905,11,6.0,1.0,0.0
1905,12,9.0,1.0,0.0
1905,13,6.0,1.0,0.0
1905,14,5.0,1.0,0.0
1905,15,4.0,1.0,0.0
1905,16,4.0,1.0,0.0
1905,17,5.0,1.0,0.0
1905,18,2.0,1.0,0.0
1905,19,2.0,1.0,0.0
1905,20,4.0,1.0,0.0
1905,21,2.0,1.0,0.0
1905,22,5.0,1.0,0.0
1905,23,4.0,1.0,0.0
1905,24,6.0,1.0,0.0
1905,25,5.0,1.0,0.0
1905,26,2.0,1.0,0.0
1905,27,5.0,1.0,0.0
1905,28,6.0,1.0,0.0
1905,29,6.0,1.0,0.0
1905,30,7.0,1.0,0.0
1905,31,6.0,1.0,0.0
1906,1,4.0,1.0,0.0
1906,2,5.0,1.0,0.0
1906,3,7.0,1.0,0.0
1906,4,3.0,1.0,0.0
1906,5,4.0,1.0,0.0
1906,6,2.0,1.0,0.0
1906,7,4.0,1.0,0.0
1906,8,2.0,1.0,0.0
1906,9,2.0,1.0,0.0
1906,10,5.0,1.0,0.0
1906,11,6.0,1.0,0.0
1906,12,6.0,1.0,0.0
1906,13,4.0,1.0,0.0
1906,14,5.0,1.0,0.0
1906,15,4.0,1.0,0.0
1906,16,5.0,1.0,0.0
1906,17,4.0,1.0,0.0
1906,18,3.0,1.0,0.0
1906,19,3.0,1.0,0.0
1906,20,2.0,1.0,0.0
1906,21,3.0,1.0,0.0
1906,22,8.0,1.0,0.0
1906,23,7.0,1.0,0.0
1906,24,5.0,1.0,0.0
1906,25,6.0,1.0,0.0
1906,26,3.0,1.0,0.0
1906,27,5.0,1.0,0.0
1906,28,7.0,1.0,0.0
1906,29,6.0,1.0,0.0
1906,30,2.0,1.0,0.0
1906,31,2.0,1.0,0.0
1907,1,5.0,1.0,0.0
1907,2,5.0,1.0,0.0
1907,3,4.0,1.0,0.0
1907,4,3.0,1.0,0.0
1907,5,4.0,1.0,0.0
1907,6,7.0,1.0,0.0
1907,7,6.0,1.0,0.0
1907,8,6.0,1.0,0.0
1907,9,5.0,1.0,0.0
1907,10,5.0,1.0,0.0
1907,11,3.0,1.0,0.0
1907,12,2.0,1.0,0.0
1907,13,4.0,1.0,0.0
1907,14,1.0,1.0,
1907,15,2.0,1.0,0.0
1907,16,5.0,1.0,0.0
1907,17,3.0,1.0,0.0
1907,18,2.0,1.0,0.0
1907,19,5.0,1.0,0.0
1907,20,5.0,1.0,0.0
1907,21,5.0,1.0,0.0
1907,22,4.0,1.0,0.0
1907,23,6.0,1.0,0.0
1907,24,4.0,1.0,0.0
1907,25,3.0,1.0,0.0
1907,26,5.0,1.0,0.0
1907,27,4.0,1.0,0.0
1907,28,4.0,1.0,0.0
1907,29,5.0,1.0,0.0
1907,30,3.0,1.0,0.0
1907,31,3.0,1.0,0.0
1908,1,5.0,1.0,0.0
1908,2,6.0,1.0,0.0
1908,3,3.0,1.0,0.0
1908,4,1.0,1.0,
1908,5,6.0,1.0,0.0
1908,6,5.0,1.0,0.0
1908,7,3.0,1.0,0.0
1908,8,7.0,1.0,0.0
1908,9,3.0,1.0,0.0
1908,10,6.0,1.0,0.0
1908,11,5.0,1.0,0.0
1908,12,4.0,1.0,0.0
1908,13,5.0,1.0,0.0
1908,14,2.0,1.0,0.0
1908,15,5.0,1.0,0.0
1908,16,6.0,1.0,0.0
1908,17,5.0,1.0,0.0
1908,18,5.0,1.0,0.0
1908,19,4.0,1.0,0.0
1908,20,5.0,1.0,0.0
1908,21,5.0,1.0,0.0
1908,22,7.0,1.0,0.0
1908,23,4.0,1.0,0.0
1908,24,2.0,1.0,0.0
1908,25,4.0,1.0,0.0
1908,26,7.0,1.0,0.0
1908,27,8.0,1.0,0.0
1908,28,6.0,1.0,0.0
1908,29,5.0,1.0,0.0
1908,30,2.0,1.0,0.0
1908,31,2.0,1.0,0.0
1909,1,9.0,1.0,0.0
1909,2,8.0,1.0,0.0
1909,3,6.0,1.0,0.0
1909,4,9.0,1.0,0.0
1909,5,7.0,1.0,0.0
1909,6,5.0,1.0,0.0
1909,7,3.0,1.0,0.0
1909,8,5.0,1.0,0.0
1909,9,5.0,1.0,0.0
1909,10,3.0,1.0,0.0
1909,11,5.0,1.0,0.0
1909,12,3.0,1.0,0.0
1909,13,5.0,1.0,0.0
1909,14,6.0,1.0,0.0
1909,15,8.0,1.0,0.0
1909,16,7.0,1.0,0.0
1909,17,7.0,1.0,0.0
1909,18,6.0,1.0,0.0
1909,19,6.0,1.0,0.0
1909,20,7.0,1.0,0.0
1909,21,7.0,1.0,0.0
1909,22,5.0,1.0,0.0
1909,23,7.0,1.0,0.0
1909,24,5.0,1.0,0.0
1909,25,7.0,1.0,0.0
1909,26,6.0,1.0,0.0
1909,27,5.0,1.0,0.0
1909,28,2.0,1.0,0.0
1909,29,6.0,1.0,0.0
1909,30,7.0,1.0,0.0
1909,31,5.0,1.0,0.0
1910,1,5.0,1.0,0.0
1910,2,5.0,1.0,0.0
1910,3,7.0,1.0,0.0
1910,4,9.0,1.0,0.0
1910,5,8.0,1.0,0.0
1910,6,6.0,1.0,0.0
1910,7,6.0,1.0,0.0
1910,8,3.0,1.0,0.0
1910,9,5.0,1.0,0.0
1910,10,8.0,1.0,0.0
1910,11,7.0,1.0,0.0
1910,12,7.0,1.0,0.0
1910,13,7.0,1.0,0.0
1910,14,7.0,1.0,0.0
1910,15,3.0,1.0,0.0
1910,16,6.0,1.0,0.0
1910,17,4.0,1.0,0.0
1910,18,5.0,1.0,0.0
1910,19,8.0,1.0,0.0
1910,20,6.0,1.0,0.0
1910,21,5.0,1.0,0.0
1910,22,6.0,1.0,0.0
1910,23,5.0,1.0,0.0
1910,24,5.0,1.0,0.0
1910,25,5.0,1.0,0.0
1910,26,6.0,1.0,0.0
1910,27,8.0,1.0,0.0
1910,28,5.0,1.0,0.0
1910,29,7.0,1.0,0.0
1910,30,5.0,1.0,0.0
1910,31,2.0,1.0,0.0
1911,1,4.0,1.0,0.0
1911,2,6.0,1.0,0.0
1911,3,4.0,1.0,0.0
1911,4,5.0,1.0,0.0
1911,5,5.0,1.0,0.0
1911,6,7.0,1.0,0.0
1911,7,4.0,1.0,0.0
1911,8,6.0,1.0,0.0
1911,9,6.0,1.0,0.0
1911,10,7.0,1.0,0.0
1911,11,5.0,1.0,0.0
1911,12,7.0,1.0,0.0
1911,13,7.0,1.0,0.0
1911,14,7.0,1.0,0.0
1911,15,5.0,1.0,0.0
1911,16,7.0,1.0,0.0
1911,17,5.0,1.0,0.0
1911,18,6.0,1.0,0.0
1911,19,7.0,1.0,0.0
1911,20,6.0,1.0,0.0
1911,21,5.0,1.0,0.0
1911,22,7.0,1.0,0.0
1911,23,5.0,1.0,0.0
1911,24,6.0,1.0,0.0
1911,25,3.0,1.0,0.0
1911,26,5.0,1.0,0.0
1911,27,6.0,1.0,0.0
1911,28,9.0,1.0,0.0
1911,29,5.0,1.0,0.0
1911,30,4.0,1.0,0.0
1911,31,3.0,1.0,0.0
1912,1,5.0,1.0,0.0
1912,2,6.0,1.0,0.0
1912,3,5.0,1.0,0.0
1912,4,6.0,1.0,0.0
1912,5,6.0,1.0,0.0
1912,6,7.0,1.0,0.0
1912,7,8.0,1.0,0.0
1912,8,7.0,1.0,0.0
1912,9,6.0,1.0,0.0
1912,10,5.0,1.0,0.0
1912,11,8.0,1.0,0.0
1912,12,5.0,1.0,0.0
1912,13,7.0,1.0,0.0
1912,14,6.0,1.0,0.0
1912,15,4.0,1.0,0.0
1912,16,4.0,1.0,0.0
1912,17,5.0,1.0,0.0
1912,18,5.0,1.0,0.0
1912,19,6.0,1.0,0.0
1912,20,5.0,1.0,0.0
1912,21,4.0,1.0,0.0
1912,22,5.0,1.0,0.0
1912,23,7.0,1.0,0.0
1912,24,5.0,1.0,0.0
1912,25,4.0,1.0,0.0
1912,26,7.0,1.0,0.0
1912,27,7.0,1.0,0.0
1912,28,3.0,1.0,0.0
1912,29,5.0,1.0,0.0
1912,30,6.0,1.0,0.0
1912,31,1.0,1.0,
1913,1,3.0,1.0,0.0
1913,2,3.0,1.0,0.0
1913,3,6.0,1.0,0.0
1913,4,8.0,1.0,0.0
1913,5,6.0,1.0,0.0
1913,6,5.0,1.0,0.0
1913,7,5.0,1.0,0.0
1913,8,5.0,1.0,0.0
1913,9,6.0,1.0,0.0
1913,10,5.0,1.0,0.0
1913,11,3.0,1.0,0.0
1913,12,4.0,1.0,0.0
1913,13,4.0,1.0,0.0
1913,14,6.0,1.0,0.0
1913,15,9.0,1.0,0.0
1913,16,8.0,1.0,0.0
1913,17,5.0,1.0,0.0
1913,18,6.0,1.0,0.0
1913,19,4.0,1.0,0.0
1913,20,3.0,1.0,0.0
1913,21,7.0,1.0,0.0
1913,22,5.0,1.0,0.0
1913,23,8.0,1.0,0.0
1913,24,5.0,1.0,0.0
1913,25,3.0,1.0,0.0
1913,26,8.0,1.0,0.0
1913,27,6.0,1.0,0.0
1913,28,6.0,1.0,0.0
1913,29,6.0,1.0,0.0
1913,30,5.0,1.0,0.0
1913,31,5.0,1.0,0.0
1914,1,6.0,1.0,0.0
1914,2,5.0,1.0,0.0
1914,3,3.0,1.0,0.0
1914,4,1.0,1.0,
1914,5,3.0,1.0,0.0
1914,6,2.0,1.0,0.0
1914,7,2.0,1.0,0.0
1914,8,3.0,1.0,0.0
1914,9,4.0,1.0,0.0
1914,10,5.0,1.0,0.0
1914,11,7.0,1.0,0.0
1914,12,3.0,1.0,0.0
1914,13,4.0,1.0,0.0
1914,14,7.0,1.0,0.0
1914,15,5.0,1.0,0.0
1914,16,4.0,1.0,0.0
1914,17,5.0,1.0,0.0
1914,18,4.0,1.0,0.0
1914,19,8.0,1.0,0.0
1914,20,6.0,1.0,0.0
1914,21,7.0,1.0,0.0
1914,22,3.0,1.0,0.0
1914,23,5.0,1.0,0.0
1914,24,6.0,1.0,0.0
1914,25,3.0,1.0,0.0
1914,26,5.0,1.0,0.0
1914,27,7.0,1.0,0.0
1914,28,8.0,1.0,0.0
1914,29,3.0,1.0,0.0
1914,30,6.0,1.0,0.0
1914,31,4.0,1.0,0.0
1915,1,3.0,1.0,0.0
1915,2,7.0,1.0,0.0
1915,3,6.0,1.0,0.0
1915,4,2.0,1.0,0.0
1915,5,3.0,1.0,0.0
1915,6,7.0,1.0,0.0
1915,7,7.0,1.0,0.0
1915,8,5.0,1.0,0.0
1915,9,6.0,1.0,0.0
1915,10,6.0,1.0,0.0
1915,11,6.0,1.0,0.0
1915,12,4.0,1.0,0.0
1915,13,5.0,1.0,0.0
1915,14,7.0,1.0,0.0
1915,15,5.0,1.0,0.0
1915,16,6.0,1.0,0.0
1915,17,6.0,1.0,0.0
1915,18,6.0,1.0,0.0
1915,19,6.0,1.0,0.0
1915,20,7.0,1.0,0.0
1915,21,7.0,1.0,0.0
1915,22,7.0,1.0,0.0
1915,23,7.0,1.0,0.0
1915,24,8.0,1.0,0.0
1915,25,6.0,1.0,0.0
1915,26,5.0,1.0,0.0
1915,27,5.0,1.0,0.0
1915,28,6.0,1.0,0.0
1915,29,6.0,1.0,0.0
1915,30,4.0,1.0,0.0
1915,31,4.0,1.0,0.0
1916,1,7.0,1.0,0.0
1916,2,3.0,1.0,0.0
1916,3,7.0,1.0,0.0
1916,4,7.0,1.0,0.0
1916,5,8.0,1.0,0.0
1916,6,7.0,1.0,0.0
1916,7,8.0,1.0,0.0
1916,8,7.0,1.0,0.0
1916,9,6.0,1.0,0.0
1916,10,7.0,1.0,0.0
1916,11,4.0,1.0,0.0
1916,12,4.0,1.0,0.0
1916,13,7.0,1.0,0.0
1916,14,7.0,1.0,0.0
1916,15,4.0,1.0,0.0
1916,16,4.0,1.0,0.0
1916,17,6.0,1.0,0.0
1916,18,7.0,1.0,0.0
1916,19,3.0,1.0,0.0
1916,20,4.0,1.0,0.0
1916,21,6.0,1.0,0.0
1916,22,5.0,1.0,0.0
1916,23,7.0,1.0,0.0
1916,24,6.0,1.0,0.0
1916,25,8.0,1.0,0.0
1916,26,7.0,1.0,0.0
1916,27,7.0,1.0,0.0
1916,28,8.0,1.0,0.0
1916,29,6.0,1.0,0.0
1916,30,6.0,1.0,0.0
1916,31,5.0,1.0,0.0
1917,1,5.0,1.0,0.0
1917,2,4.0,1.0,0.0
1917,3,4.0,1.0,0.0
1917,4,6.0,1.0,0.0
1917,5,5.0,1.0,0.0
1917,6,7.0,1.0,0.0
1917,7,7.0,1.0,0.0
1917,8,5.0,1.0,0.0
1917,9,4.0,1.0,0.0
1917,10,5.0,1.0,0.0
1917,11,3.0,1.0,0.0
1917,12,7.0,1.0,0.0
1917,13,8.0,1.0,0.0
1917,14,5.0,1.0,0.0
1917,15,7.0,1.0,0.0
1917,16,6.0,1.0,0.0
1917,17,5.0,1.0,0.0
1917,18,6.0,1.0,0.0
1917,19,5.0,1.0,0.0
1917,20,8.0,1.0,0.0
1917,21,6.0,1.0,0.0
1917,22,10.0,1.0,0.0
1917,23,8.0,1.0,0.0
1917,24,6.0,1.0,0.0
1917,25,10.0,1.0,0.0
1917,26,6.0,1.0,0.0
1917,27,4.0,1.0,0.0
1917,28,4.0,1.0,0.0
1917,29,6.0,1.0,0.0
1917,30,7.0,1.0,0.0
1917,31,3.0,1.0,0.0
1918,1,6.0,1.0,0.0
1918,2,7.0,1.0,0.0
1918,3,6.0,1.0,0.0
1918,4,7.0,1.0,0.0
1918,5,7.0,1.0,0.0
1918,6,7.0,1.0,0.0
1918,7,5.0,1.0,0.0
1918,8,6.0,1.0,0.0
1918,9,4.0,1.0,0.0
1918,10,5.0,1.0,0.0
1918,11,1.0,1.0,
1918,12,3.0,1.0,0.0
1918,13,7.0,1.0,0.0
1918,14,8.0,1.0,0.0
1918,15,9.0,1.0,0.0
1918,16,9.0,1.0,0.0
1918,17,8.0,1.0,0.0
1918,18,4.0,1.0,0.0
1918,19,3.0,1.0,0.0
1918,20,7.0,1.0,0.0
1918,21,7.0,1.0,0.0
1918,22,4.0,1.0,0.0
1918,23,5.0,1.0,0.0
1918,24,4.0,1.0,0.0
1918,25,4.0,1.0,0.0
1918,26,8.0,1.0,0.0
1918,27,4.0,1.0,0.0
1918,28,5.0,1.0,0.0
1918,29,3.0,1.0,0.0
1918,30,7.0,1.0,0.0
1918,31,3.0,1.0,0.0
1919,1,6.0,1.0,0.0
1919,2,4.0,1.0,0.0
1919,3,7.0,1.0,0.0
1919,4,3.0,1.0,0.0
1919,5,6.0,1.0,0.0
1919,6,2.0,1.0,0.0
1919,7,9.0,1.0,0.0
1919,8,4.0,1.0,0.0
1919,9,3.0,1.0,0.0
1919,10,6.0,1.0,0.0
1919,11,5.0,1.0,0.0
1919,12,5.0,1.0,0.0
1919,13,5.0,1.0,0.0
1919,14,6.0,1.0,0.0
1919,15,7.0,1.0,0.0
1919,16,7.0,1.0,0.0
1919,17,2.0,1.0,0.0
1919,18,5.0,1.0,0.0
1919,19,4.0,1.0,0.0
1919,20,5.0,1.0,0.0
1919,21,6.0,1.0,0.0
1919,22,6.0,1.0,0.0
1919,23,2.0,1.0,0.0
1919,24,4.0,1.0,0.0
1919,25,4.0,1.0,0.0
1919,26,4.0,1.0,0.0
1919,27,6.0,1.0,0.0
1919,28,2.0,1.0,0.0
1919,29,3.0,1.0,0.0
1919,30,5.0,1.0,0.0
1919,31,2.0,1.0,0.0
1920,1,7.0,1.0,0.0
1920,2,4.0,1.0,0.0
1920,3,5.0,1.0,0.0
1920,4,4.0,1.0,0.0
1920,5,6.0,1.0,0.0
1920,6,5.0,1.0,0.0
1920,7,8.0,1.0,0.0
1920,8,9.0,1.0,0.0
1920,9,6.0,1.0,0.0
1920,10,5.0,1.0,0.0
1920,11,7.0,1.0,0.0
1920,12,5.0,1.0,0.0
1920,13,6.0,1.0,0.0
1920,14,5.0,1.0,0.0
1920,15,10.0,1.0,0.0
1920,16,6.0,1.0,0.0
1920,17,7.0,1.0,0.0
1920,18,7.0,1.0,0.0
1920,19,8.0,1.0,0.0
1920,20,4.0,1.0,0.0
1920,21,6.0,1.0,0.0
1920,22,5.0,1.0,0.0
1920,23,6.0,1.0,0.0
1920,24,5.0,1.0,0.0
1920,25,5.0,1.0,0.0
1920,26,5.0,1.0,0.0
1920,27,8.0,1.0,0.0
1920,28,5.0,1.0,0.0
1920,29,4.0,1.0,0.0
1920,30,1.0,1.0,
1920,31,2.0,1.0,0.0
1921,1,5.0,1.0,0.0
1921,2,4.0,1.0,0.0
1921,3,4.0,1.0,0.0
1921,4,3.0,1.0,0.0
1921,5,8.0,1.0,0.0
1921,6,6.0,1.0,0.0
1921,7,4.0,1.0,0.0
1921,8,7.0,1.0,0.0
1921,9,7.0,1.0,0.0
1921,10,5.0,1.0,0.0
1921,11,7.0,1.0,0.0
1921,12,6.0,1.0,0.0
1921,13,6.0,1.0,0.0
1921,14,4.0,1.0,0.0
1921,15,6.0,1.0,0.0
1921,16,4.0,1.0,0.0
1921,17,8.0,1.0,0.0
1921,18,4.0,1.0,0.0
1921,19,5.0,1.0,0.0
1921,20,4.0,1.0,0.0
1921,21,7.0,1.0,0.0
1921,22,5.0,1.0,0.0
1921,23,2.0,1.0,0.0
1921,24,5.0,1.0,0.0
1921,25,6.0,1.0,0.0
1921,26,6.0,1.0,0.0
1921,27,4.0,1.0,0.0
1921,28,5.0,1.0,0.0
1921,29,3.0,1.0,0.0
1921,30,6.0,1.0,0.0
1921,31,4.0,1.0,0.0
1922,1,7.0,1.0,0.0
1922,2,6.0,1.0,0.0
1922,3,2.0,1.0,0.0
1922,4,5.0,1.0,0.0
1922,5,4.0,1.0,0.0
1922,6,6.0,1.0,0.0
1922,7,5.0,1.0,0.0
1922,8,7.0,1.0,0.0
1922,9,6.0,1.0,0.0
1922,10,4.0,1.0,0.0
1922,11,5.0,1.0,0.0
1922,12,7.0,1.0,0.0
1922,13,4.0,1.0,0.0
1922,14,2.0,1.0,0.0
1922,15,1.0,1.0,
1922,16,7.0,1.0,0.0
1922,17,3.0,1.0,0.0
1922,18,7.0,1.0,0.0
1922,19,7.0,1.0,0.0
1922,20,5.0,1.0,0.0
1922,21,6.0,1.0,0.0
1922,22,5.0,1.0,0.0
1922,23,5.0,1.0,0.0
1922,24,10.0,1.0,0.0
1922,25,6.0,1.0,0.0
1922,26,6.0,1.0,0.0
1922,27,7.0,1.0,0.0
1922,28,6.0,1.0,0.0
1922,29,4.0,1.0,0.0
1922,30,6.0,1.0,0.0
1922,31,4.0,1.0,0.0
1923,1,7.0,1.0,0.0
1923,2,5.0,1.0,0.0
1923,3,5.0,1.0,0.0
1923,4,2.0,1.0,0.0
1923,5,6.0,1.0,0.0
1923,6,7.0,1.0,0.0
1923,7,5.0,1.0,0.0
1923,8,5.0,1.0,0.0
1923,9,5.0,1.0,0.0
1923,10,6.0,1.0,0.0
1923,11,7.0,1.0,0.0
1923,12,4.0,1.0,0.0
1923,13,8.0,1.0,0.0
1923,14,5.0,1.0,0.0
1923,15,7.0,1.0,0.0
1923,16,6.0,1.0,0.0
1923,17,6.0,1.0,0.0
1923,18,7.0,1.0,0.0
1923,19,5.0,1.0,0.0
1923,20,5.0,1.0,0.0
1923,21,6.0,1.0,0.0
1923,22,1.0,1.0,
1923,23,3.0,1.0,0.0
1923,24,4.0,1.0,0.0
1923,25,7.0,1.0,0.0
1923,26,5.0,1.0,0.0
1923,27,4.0,1.0,0.0
1923,28,6.0,1.0,0.0
1923,29,3.0,1.0,0.0
1923,30,7.0,1.0,0.0
1923,31,4.0,1.0,0.0
1924,1,5.0,1.0,0.0
1924,2,4.0,1.0,0.0
1924,3,7.0,1.0,0.0
1924,4,8.0,1.0,0.0
1924,5,6.0,1.0,0.0
1924,6,10.0,1.0,0.0
1924,7,6.0,1.0,0.0
1924,8,7.0,1.0,0.0
1924,9,7.0,1.0,0.0
1924,10,4.0,1.0,0.0
1924,11,7.0,1.0,0.0
1924,12,6.0,1.0,0.0
1924,13,2.0,1.0,0.0
1924,14,5.0,1.0,0.0
1924,15,8.0,1.0,0.0
1924,16,7.0,1.0,0.0
1924,17,5.0,1.0,0.0
1924,18,3.0,1.0,0.0
1924,19,3.0,1.0,0.0
1924,20,6.0,1.0,0.0
1924,21,8.0,1.0,0.0
1924,22,6.0,1.0,0.0
1924,23,5.0,1.0,0.0
